programa_sigla,programa_nome,categoria,docente_nome,fonte_url,data_coleta
PGSER,Sensoriamento Remoto,Docente Permanente,Fabio Furlan Gama,https://www.gov.br/inpe/pt-br/area-conhecimento/posgraduacao/ser/docentes,2026-04-08
PGSER,Sensoriamento Remoto,Docente Permanente,Leila Maria Garcia Fonseca,https://www.gov.br/inpe/pt-br/area-conhecimento/posgraduacao/ser/docentes,2026-04-08
PGSER,Sensoriamento Remoto,Docente Permanente,Lenio Soares Galvao,https://www.gov.br/inpe/pt-br/area-conhecimento/posgraduacao/ser/docentes,2026-04-08
PGSER,Sensoriamento Remoto,Docente Permanente,Liana Oighenstein Anderson,https://www.gov.br/inpe/pt-br/area-conhecimento/posgraduacao/ser/docentes,2026-04-08
PGSER,Sensoriamento Remoto,Docente Permanente,Luciano Ponzi Pezzi,https://www.gov.br/inpe/pt-br/area-conhecimento/posgraduacao/ser/docentes,2026-04-08
PGSER,Sensoriamento Remoto,Docente Permanente,Luiz Eduardo Oliveira e Cruz de Aragao,https://www.gov.br/inpe/pt-br/area-conhecimento/posgraduacao/ser/docentes,2026-04-08
PGSER,Sensoriamento Remoto,Docente Permanente,Marcos Adami,https://www.gov.br/inpe/pt-br/area-conhecimento/posgraduacao/ser/docentes,2026-04-08
PGSER,Sensoriamento Remoto,Docente Permanente,Maria Isabel Sobral Escada,https://www.gov.br/inpe/pt-br/area-conhecimento/posgraduacao/ser/docentes,2026-04-08
PGSER,Sensoriamento Remoto,Docente Permanente,Milton Kampel,https://www.gov.br/inpe/pt-br/area-conhecimento/posgraduacao/ser/docentes,2026-04-08
PGSER,Sensoriamento Remoto,Docente Permanente,Sidnei Joao Siqueira Sant Anna,https://www.gov.br/inpe/pt-br/area-conhecimento/posgraduacao/ser/docentes,2026-04-08
PGSER,Sensoriamento Remoto,Docente Permanente,Silvana Amaral Kampel,https://www.gov.br/inpe/pt-br/area-conhecimento/posgraduacao/ser/docentes,2026-04-08
PGSER,Sensoriamento Remoto,Docente Permanente,Thales Sehn Korting,https://www.gov.br/inpe/pt-br/area-conhecimento/posgraduacao/ser/docentes,2026-04-08
