id_add_producao_intelectual,an_base,sg_entidade_ensino,cd_programa_ies,nm_programa_ies,qtd_autores_total,qtd_tp_autor_sem_informacao,qtd_tp_autor_discente,qtd_tp_autor_docente,qtd_tp_autor_egresso,qtd_tp_autor_participante_externo,qtd_tp_autor_participante_x0020_externo,qtd_tp_autor_pos_doc,qtd_tp_autor_x002d
20387829,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20387830,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,0,1,0,1,0,0,0
20387872,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20387873,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
20387876,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20387877,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20387878,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20387879,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,4,0,1,0,0,0,0,0
20387882,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,2,0,2,0,1,0,0,0
20387886,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20387889,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,1,1,0,0,0,0,0
20387890,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,2,2,0,0,0,0,0
20387911,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,2,2,0,0,0,0,0
20387912,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,2,1,0,0,0,0,0
20387976,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,1,0,1,0,0,0,0,0
20387977,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20387984,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20387985,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,1,0,1,0,0,0
20387986,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,0,1,0,2,0,0,0
20387987,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20387988,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,7,2,4,1,0,0,0,0,0
20388031,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,2,0,1,0,0,0,0,0
20388035,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388036,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388037,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388039,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,1,1,2,0,0,0,0,0
20388041,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388044,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388048,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388072,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,0,2,0,1,0,0,0
20388076,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,0,2,0,0,0,0,0
20388080,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,1,0,1,0,0,0
20388083,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,1,0,1,0,0,0
20388089,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,1,1,0,0,0,0,0
20388111,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388114,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,1,2,1,0,1,0,0,0
20388116,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,1,2,0,1,0,0,0
20388118,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,2,0,1,0,0,0,0,0
20388121,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,2,1,1,0,0,0,0,0
20388122,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,2,0,1,0,0,0,0,0
20388124,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388127,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,2,0,1,0,1,0,0,0
20388128,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,0,1,0,1,0,0,0
20388131,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,6,3,1,2,0,0,0,0,0
20388133,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
20388139,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388143,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,2,0,1,0,0,0,0,0
20388148,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,7,6,0,1,0,0,0,0,0
20388149,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388198,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388199,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,0,2,0,1,0,0,0
20388200,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,1,0,0,0,0,0,0,0
20388202,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388203,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,1,0,1,0,0,0,0,0
20388204,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388207,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,1,0,1,0,0,0,0,0
20388210,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,1,0,1,0,0,0,0,0
20388215,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,2,1,2,0,0,0,0,0
20388216,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388217,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
20388218,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,0,2,0,1,0,0,0
20388220,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,1,0,0,0,0,0,0
20388221,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,0,2,0,0,0,0,0
20388222,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
20388223,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,0,1,2,0,2,0,0,0
20388224,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,0,1,0,2,0,0,0
20388225,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388226,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,1,0,0,0,0,0,0,0
20388231,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,1,0,1,0,0,0,0,0
20388232,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388234,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388235,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,1,0,1,0,2,0,0,0
20388238,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,0,1,0,1,0,0,0
20388239,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,1,0,0,1,0,0,0
20388240,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
20388241,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
20388243,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,1,0,1,0,0,0
20388245,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388248,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388249,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,1,2,0,1,0,0,0
20388251,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,1,2,0,1,0,0,0
20388259,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,2,0,1,0,0,0,0,0
20388261,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
20388264,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388270,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,2,2,0,0,0,0,0
20388272,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,1,1,0,0,0,0,0
20388273,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
20388275,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
20388278,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,1,0,1,0,0,0
20388279,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,1,0,1,0,0,0,0,0
20388280,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,3,0,1,0,0,0,0,0
20388286,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,1,2,2,0,0,0,0,0
20388287,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,2,2,0,0,0,0,0
20388288,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,1,2,2,0,0,0,0,0
20388289,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,1,0,1,0,3,0,0,0
20388291,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,1,1,2,0,0,0,0,0
20388292,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388293,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,2,0,1,0,0,0,0,0
20388294,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388299,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
20388300,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,1,1,3,0,0,0,0,0
20388301,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,2,1,2,0,0,0,0,0
20388313,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388315,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388318,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,2,1,0,0,0,0,0
20388319,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,2,1,0,0,0,0,0
20388320,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,0,1,0,1,0,0,0
20388325,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388328,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388329,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388331,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388335,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388338,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,1,0,2,0,1,0,0,0
20388342,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388356,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,2,1,1,0,1,0,0,0
20388359,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388361,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388364,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388365,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388367,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388375,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,2,0,1,0,0,0,0,0
20388380,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,4,0,1,0,0,0,0,0
20388385,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,0,1,0,1,0,0,0
20388387,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388389,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,1,1,0,2,0,0,0
20388390,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,2,1,0,0,0,0,0
20388392,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,3,0,1,0,1,0,0,0
20388393,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,1,0,1,0,0,0
20388396,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388399,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,2,1,0,0,0,0,0
20388400,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,2,1,0,0,0,0,0
20388403,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,1,1,1,0,1,0,0,0
20388407,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,2,0,2,0,0,0,0,0
20388408,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388409,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,3,0,1,0,0,0,0,0
20388410,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,0,1,0,1,0,0,0
20388413,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,2,0,1,0,1,0,0,0
20388414,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,0,3,0,1,0,0,0
20388415,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,0,3,0,1,0,0,0
20388424,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
20388430,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388436,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388437,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,3,0,1,0,0,0,0,0
20388438,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
20388439,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,2,2,0,0,0,0,0
20388444,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388448,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
20388450,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
20388451,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,0,1,0,1,0,0,0
20388453,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,6,3,1,2,0,0,0,0,0
20388455,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,2,0,1,0,0,0,0,0
20388467,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388468,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388475,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,1,0,1,0,0,0,0,0
20388481,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,1,1,1,0,2,0,0,0
20388482,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,0,1,0,1,0,0,0
20388484,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,2,0,1,0,0,0,0,0
20388485,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
20388487,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
20388493,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388494,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,1,0,0,0,0,0,0
20388498,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,0,0,2,0,3,0,0,0
20388504,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,1,1,0,2,0,0,0
20388505,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,0,2,0,2,0,0,0
20388506,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,1,0,1,0,0,0,0,0
20388515,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,2,2,0,0,0,0,0
20388516,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,2,2,0,0,0,0,0
20388518,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
20388524,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388527,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388528,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,1,1,2,0,0,0,0,0
20388529,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,1,0,1,0,0,0
20388531,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388536,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388537,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388538,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388539,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,0,1,0,1,0,0,0
20388543,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,1,1,1,0,2,0,0,0
20388544,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,2,0,1,0,2,0,0,0
20388548,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388550,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,1,3,1,0,0,0,0,0
20388551,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388553,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388556,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,1,0,0,0,0,0,0
20388557,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,1,2,0,1,0,0,0
20388558,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,0,2,0,0,0,0,0
20388559,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
20388560,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,2,2,0,0,0,0,0
20388561,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,2,2,0,0,0,0,0
20388562,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,2,2,0,0,0,0,0
20388564,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,0,2,0,0,0,0,0
20388565,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,1,1,0,0,0,0,0
20388566,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,2,0,1,0,0,0,0,0
20388571,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,1,2,1,0,1,0,0,0
20388578,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,0,1,0,1,0,0,0
20388580,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,2,2,0,0,0,0,0
20388581,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388583,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
20388584,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,6,2,2,2,0,0,0,0,0
20388585,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388586,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,1,1,2,0,0,0,0,0
20388589,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388595,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,0,1,0,1,0,0,0
20388597,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388598,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
20388599,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
20388600,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388601,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,1,1,0,2,0,0,0
20388602,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,2,1,1,0,1,0,0,0
20388604,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388605,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388607,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388610,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
20388615,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,1,1,0,0,0,0,0
20388617,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20388618,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,0,1,0,1,0,0,0
20388619,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,0,1,0,2,0,0,0
20388621,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,2,0,1,0,0,0,0,0
20388622,2014,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,2,1,1,0,1,0,0,0
