id_add_producao_intelectual,an_base,sg_entidade_ensino,cd_programa_ies,nm_programa_ies,qtd_autores_total,qtd_tp_autor_sem_informacao,qtd_tp_autor_discente,qtd_tp_autor_docente,qtd_tp_autor_egresso,qtd_tp_autor_participante_externo,qtd_tp_autor_participante_x0020_externo,qtd_tp_autor_pos_doc,qtd_tp_autor_x002d
20391606,2015,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
20391612,2015,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,1,0,1,0,0,0
21185543,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,5,3,0,1,0,1,0,0,0
21185545,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,6,0,0,4,0,2,0,0,0
21185548,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,3,0,1,2,0,0,0,0,0
21185559,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,4,1,1,1,0,1,0,0,0
21185560,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,6,1,1,2,0,2,0,0,0
21185563,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,3,0,1,2,0,0,0,0,0
21185564,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,3,0,1,2,0,0,0,0,0
21185566,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,11,3,1,3,0,4,0,0,0
21185567,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,4,0,2,2,0,0,0,0,0
21185569,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,5,0,2,2,0,1,0,0,0
21185570,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,3,0,1,2,0,0,0,0,0
21185571,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,10,5,2,1,0,2,0,0,0
21185572,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,7,1,1,2,0,3,0,0,0
21185573,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,9,6,2,1,0,0,0,0,0
21185576,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,3,0,1,2,0,0,0,0,0
21185581,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,10,0,2,6,0,2,0,0,0
21185586,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,5,0,1,1,0,3,0,0,0
21185588,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,5,1,2,2,0,0,0,0,0
21185589,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,3,2,0,1,0,0,0,0,0
21185590,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,3,1,0,1,0,1,0,0,0
21185592,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,8,2,0,3,0,3,0,0,0
21185597,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,6,0,2,2,0,2,0,0,0
21185598,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,4,1,1,1,0,1,0,0,0
21185600,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,5,1,0,2,0,2,0,0,0
21185603,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,1,0,0,1,0,0,0,0,0
21185613,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,6,3,0,2,0,1,0,0,0
21185620,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,7,2,2,2,0,1,0,0,0
21185624,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,3,1,0,2,0,0,0,0,0
21185625,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,3,0,1,1,0,1,0,0,0
21185631,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,9,0,2,4,0,3,0,0,0
21185633,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,3,0,1,2,0,0,0,0,0
21185639,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,3,0,1,1,0,1,0,0,0
21185641,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,3,0,1,1,0,1,0,0,0
21185642,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,6,0,1,1,0,4,0,0,0
21185647,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,5,0,0,4,0,1,0,0,0
21185651,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,4,1,0,1,0,2,0,0,0
21185653,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,2,0,1,1,0,0,0,0,0
21185659,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,1,0,0,1,0,0,0,0,0
21185662,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,5,3,0,1,0,1,0,0,0
21185663,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,6,1,0,3,0,2,0,0,0
21185664,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,11,6,2,2,0,1,0,0,0
21185669,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,4,0,1,2,0,1,0,0,0
21185674,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,8,1,0,4,0,3,0,0,0
21185675,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,4,2,0,1,0,1,0,0,0
21185676,2016,INPE,33010013008P0,GEOFÍSICA ESPACIAL,3,0,0,1,0,2,0,0,0
21533073,2016,INPE,33010013011P0,CIÊNCIA DO SISTEMA TERRESTRE,1,0,0,1,0,0,0,0,0
21533086,2016,INPE,33010013011P0,CIÊNCIA DO SISTEMA TERRESTRE,8,5,1,2,0,0,0,0,0
21533087,2016,INPE,33010013011P0,CIÊNCIA DO SISTEMA TERRESTRE,6,4,0,2,0,0,0,0,0
21533128,2016,INPE,33010013011P0,CIÊNCIA DO SISTEMA TERRESTRE,1,0,0,1,0,0,0,0,0
21533178,2016,INPE,33010013011P0,CIÊNCIA DO SISTEMA TERRESTRE,1,0,0,1,0,0,0,0,0
21533189,2016,INPE,33010013011P0,CIÊNCIA DO SISTEMA TERRESTRE,1,0,0,1,0,0,0,0,0
21533236,2016,INPE,33010013011P0,CIÊNCIA DO SISTEMA TERRESTRE,1,0,0,1,0,0,0,0,0
21533238,2016,INPE,33010013011P0,CIÊNCIA DO SISTEMA TERRESTRE,1,0,0,1,0,0,0,0,0
21533244,2016,INPE,33010013011P0,CIÊNCIA DO SISTEMA TERRESTRE,1,0,0,1,0,0,0,0,0
21533299,2016,INPE,33010013011P0,CIÊNCIA DO SISTEMA TERRESTRE,1,0,0,1,0,0,0,0,0
21533306,2016,INPE,33010013011P0,CIÊNCIA DO SISTEMA TERRESTRE,1,0,0,1,0,0,0,0,0
21533308,2016,INPE,33010013011P0,CIÊNCIA DO SISTEMA TERRESTRE,5,3,0,2,0,0,0,0,0
21533382,2016,INPE,33010013011P0,CIÊNCIA DO SISTEMA TERRESTRE,1,0,0,1,0,0,0,0,0
21533436,2016,INPE,33010013011P0,CIÊNCIA DO SISTEMA TERRESTRE,1,0,0,1,0,0,0,0,0
21533437,2016,INPE,33010013011P0,CIÊNCIA DO SISTEMA TERRESTRE,5,1,2,2,0,0,0,0,0
21533442,2016,INPE,33010013011P0,CIÊNCIA DO SISTEMA TERRESTRE,4,2,0,2,0,0,0,0,0
21558635,2016,INPE,33010013010P4,ASTROFÍSICA,6,4,0,1,0,1,0,0,0
21558687,2016,INPE,33010013010P4,ASTROFÍSICA,3,1,0,1,0,1,0,0,0
21558746,2016,INPE,33010013010P4,ASTROFÍSICA,2,0,0,1,0,1,0,0,0
21558850,2016,INPE,33010013010P4,ASTROFÍSICA,2,0,0,1,0,1,0,0,0
21558899,2016,INPE,33010013010P4,ASTROFÍSICA,10,9,0,1,0,0,0,0,0
21558906,2016,INPE,33010013010P4,ASTROFÍSICA,7,2,0,2,0,3,0,0,0
21558931,2016,INPE,33010013010P4,ASTROFÍSICA,3,0,0,1,0,2,0,0,0
21558947,2016,INPE,33010013010P4,ASTROFÍSICA,16,15,0,1,0,0,0,0,0
21558952,2016,INPE,33010013010P4,ASTROFÍSICA,10,9,0,1,0,0,0,0,0
21558961,2016,INPE,33010013010P4,ASTROFÍSICA,2,0,0,1,0,1,0,0,0
21558968,2016,INPE,33010013010P4,ASTROFÍSICA,5,0,0,1,0,4,0,0,0
21559046,2016,INPE,33010013010P4,ASTROFÍSICA,11,9,0,1,0,1,0,0,0
21559073,2016,INPE,33010013010P4,ASTROFÍSICA,2,1,0,1,0,0,0,0,0
21559186,2016,INPE,33010013010P4,ASTROFÍSICA,4,3,0,1,0,0,0,0,0
21559211,2016,INPE,33010013010P4,ASTROFÍSICA,13,12,0,1,0,0,0,0,0
21559216,2016,INPE,33010013010P4,ASTROFÍSICA,13,12,0,1,0,0,0,0,0
21559429,2016,INPE,33010013010P4,ASTROFÍSICA,2,0,0,1,0,1,0,0,0
21559435,2016,INPE,33010013010P4,ASTROFÍSICA,6,5,0,1,0,0,0,0,0
21559500,2016,INPE,33010013010P4,ASTROFÍSICA,3,0,0,1,0,2,0,0,0
21559503,2016,INPE,33010013010P4,ASTROFÍSICA,9,1,0,1,0,7,0,0,0
21559516,2016,INPE,33010013010P4,ASTROFÍSICA,2,0,0,1,0,1,0,0,0
21559518,2016,INPE,33010013010P4,ASTROFÍSICA,2,0,0,1,0,1,0,0,0
21559530,2016,INPE,33010013010P4,ASTROFÍSICA,2,0,0,1,0,1,0,0,0
21559531,2016,INPE,33010013010P4,ASTROFÍSICA,3,0,0,1,0,2,0,0,0
21559540,2016,INPE,33010013010P4,ASTROFÍSICA,2,0,0,1,0,1,0,0,0
21559551,2016,INPE,33010013010P4,ASTROFÍSICA,3,2,0,1,0,0,0,0,0
21559555,2016,INPE,33010013010P4,ASTROFÍSICA,4,3,0,1,0,0,0,0,0
21559561,2016,INPE,33010013010P4,ASTROFÍSICA,16,13,0,1,0,2,0,0,0
21559567,2016,INPE,33010013010P4,ASTROFÍSICA,3,0,0,1,0,2,0,0,0
21559569,2016,INPE,33010013010P4,ASTROFÍSICA,5,4,0,1,0,0,0,0,0
21685023,2016,INPE,33010013005P0,SENSORIAMENTO REMOTO,6,1,2,3,0,0,0,0,0
21685052,2016,INPE,33010013005P0,SENSORIAMENTO REMOTO,4,1,1,1,0,1,0,0,0
21685070,2016,INPE,33010013005P0,SENSORIAMENTO REMOTO,5,0,2,2,0,1,0,0,0
21685079,2016,INPE,33010013005P0,SENSORIAMENTO REMOTO,4,0,1,2,0,1,0,0,0
21685098,2016,INPE,33010013005P0,SENSORIAMENTO REMOTO,4,1,1,2,0,0,0,0,0
21685101,2016,INPE,33010013005P0,SENSORIAMENTO REMOTO,5,1,1,3,0,0,0,0,0
21685107,2016,INPE,33010013005P0,SENSORIAMENTO REMOTO,3,0,1,2,0,0,0,0,0
21685112,2016,INPE,33010013005P0,SENSORIAMENTO REMOTO,4,2,0,2,0,0,0,0,0
21685113,2016,INPE,33010013005P0,SENSORIAMENTO REMOTO,5,1,0,1,0,3,0,0,0
21685135,2016,INPE,33010013005P0,SENSORIAMENTO REMOTO,4,0,1,3,0,0,0,0,0
21685137,2016,INPE,33010013005P0,SENSORIAMENTO REMOTO,4,1,1,2,0,0,0,0,0
21685141,2016,INPE,33010013005P0,SENSORIAMENTO REMOTO,4,0,1,2,0,1,0,0,0
21685142,2016,INPE,33010013005P0,SENSORIAMENTO REMOTO,10,8,0,1,0,1,0,0,0
21685152,2016,INPE,33010013005P0,SENSORIAMENTO REMOTO,8,6,0,1,0,1,0,0,0
21685172,2016,INPE,33010013005P0,SENSORIAMENTO REMOTO,6,0,1,4,0,1,0,0,0
21733270,2016,INPE,33010013003P8,METEOROLOGIA,2,0,1,1,0,0,0,0,0
21733272,2016,INPE,33010013003P8,METEOROLOGIA,1,0,0,1,0,0,0,0,0
21733278,2016,INPE,33010013003P8,METEOROLOGIA,3,0,1,2,0,0,0,0,0
21733280,2016,INPE,33010013003P8,METEOROLOGIA,1,0,0,1,0,0,0,0,0
21733289,2016,INPE,33010013003P8,METEOROLOGIA,2,0,1,1,0,0,0,0,0
21733307,2016,INPE,33010013003P8,METEOROLOGIA,7,4,1,2,0,0,0,0,0
21733308,2016,INPE,33010013003P8,METEOROLOGIA,1,0,0,1,0,0,0,0,0
21733331,2016,INPE,33010013003P8,METEOROLOGIA,2,1,0,1,0,0,0,0,0
21747062,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747064,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,1,0,1,0,0,0
21747066,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,1,2,0,1,0,0,0
21747068,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,2,0,0,0,0,0,0
21747069,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,2,1,0,0,0,0,0
21747071,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,2,0,1,0,0,0,0,0
21747072,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,1,0,1,0,0,0
21747076,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
21747078,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,1,1,0,0,0,0,0
21747079,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,2,1,0,0,0,0,0
21747081,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747084,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747085,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,6,0,3,2,0,1,0,0,0
21747091,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,6,4,0,1,0,1,0,0,0
21747094,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
21747096,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,1,0,1,0,0,0,0,0
21747098,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,1,1,0,2,0,0,0
21747101,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,1,0,1,0,2,0,0,0
21747103,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747104,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,8,2,4,1,0,1,0,0,0
21747106,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,1,1,1,0,1,0,0,0
21747109,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,6,2,2,1,0,1,0,0,0
21747111,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,6,3,1,1,0,1,0,0,0
21747113,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,1,2,0,1,0,0,0
21747116,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747117,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,0,1,2,0,2,0,0,0
21747118,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,0,1,3,0,1,0,0,0
21747119,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747121,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
21747122,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,0,2,0,2,0,0,0
21747124,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,1,0,1,0,0,0,0,0
21747127,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
21747129,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747131,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,2,0,0,0,0,0,0
21747133,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,1,2,0,1,0,0,0
21747134,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,1,2,0,1,0,0,0
21747137,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,2,0,1,0,0,0,0,0
21747139,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
21747140,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,0,1,0,1,0,0,0
21747142,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,1,1,2,0,0,0,0,0
21747143,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,4,0,1,0,0,0,0,0
21747145,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
21747152,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,0,3,0,1,0,0,0
21747154,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747156,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,7,0,1,3,0,3,0,0,0
21747158,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,1,0,1,0,0,0
21747168,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,1,0,1,0,0,0
21747172,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,1,0,1,0,0,0,0,0
21747173,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
21747176,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747179,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
21747180,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,0,1,0,1,0,0,0
21747183,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,0,1,0,1,0,0,0
21747185,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,8,4,2,1,0,1,0,0,0
21747189,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,6,2,3,1,0,0,0,0,0
21747192,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747196,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,2,0,1,0,0,0,0,0
21747198,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,0,1,0,1,0,0,0
21747200,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
21747203,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,0,2,0,2,0,0,0
21747205,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747206,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
21747210,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,2,0,1,0,1,0,0,0
21747212,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,2,1,0,0,0,0,0
21747213,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,1,0,1,0,0,0,0,0
21747214,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747217,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
21747219,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747220,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747223,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747228,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747229,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,1,0,1,0,0,0
21747231,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747233,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747238,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,1,1,2,0,1,0,0,0
21747240,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,7,0,4,1,0,2,0,0,0
21747241,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
21747245,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,1,0,0,3,0,0,0
21747247,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,0,1,0,0,0,0,0
21747248,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,0,1,0,1,0,0,0
21747249,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,0,1,0,1,0,0,0
21747254,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
21747261,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,7,3,1,1,0,2,0,0,0
21747262,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747265,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,7,3,1,1,0,2,0,0,0
21747267,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
21747270,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,1,0,1,0,0,0
21747271,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,1,0,1,0,0,0,0,0
21747273,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747275,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,1,0,1,0,0,0
21747280,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
21747282,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747285,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,1,2,0,1,0,0,0
21747287,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
21747290,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747293,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747296,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747297,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747301,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747304,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
21747308,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747310,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747312,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747315,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747319,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,7,4,1,1,0,1,0,0,0
21747321,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,9,5,1,2,0,1,0,0,0
21747323,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747326,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,2,1,1,0,0,0,0,0
21747329,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,1,0,1,0,0,0,0,0,0
21747331,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,0,1,0,1,0,0,0
21747333,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,0,1,0,1,0,0,0
21747335,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,4,0,1,2,0,1,0,0,0
21747339,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747342,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,1,0,1,0,0,0
21747350,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,6,1,2,2,0,1,0,0,0
21747352,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747356,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,6,2,2,1,0,1,0,0,0
21747360,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,1,1,1,0,0,0,0,0
21747362,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747364,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747366,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,2,0,1,1,0,0,0,0,0
21747367,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,3,0,1,2,0,0,0,0,0
21747371,2016,INPE,33010013009P6,ENGENHARIA E TECNOLOGIA ESPACIAIS,5,2,1,2,0,0,0,0,0
